,index,job_title,company_name,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Stata,Machine Learning,Data Mining/Analytics,NLP,Visualisation,Big Data,AWS Cloud,Probability,Support Vector Machines,Neural Networks,GCP,Jason,xml,Azure,Google Cloud,Mathematics,IBM,Algebra,Statistics,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,Team building,project_management,leadership,consulting
1351,https://ca.linkedin.com/jobs/view/data-scientist-at-streetlight-data-1794032761?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,StreetLight Data,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1352,https://ca.linkedin.com/jobs/view/data-scientist-at-visa-inc-1794010943?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,https://ca.linkedin.com/jobs/view/data-scientist-at-perennial-inc-1760281745?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Perennial Inc.,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1354,https://ca.linkedin.com/jobs/view/data-scientist-at-cerebri-ai-1783534663?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Cerebri AI,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1355,https://ca.linkedin.com/jobs/view/data-scientist-at-sentiance-1790855100?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Sentiance,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1356,https://ca.linkedin.com/jobs/view/data-scientist-at-partnerre-1791945943?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,PartnerRe,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1357,https://ca.linkedin.com/jobs/view/data-scientist-at-wish-1722826437?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Wish,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,https://ca.linkedin.com/jobs/view/research-data-scientist-at-vanguard-1734294406?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Research Data Scientist,Vanguard,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1359,https://ca.linkedin.com/jobs/view/data-scientist-team-lead-at-kpmg-canada-1678740639?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Data Scientist, Team Lead",KPMG Canada,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1360,https://ca.linkedin.com/jobs/view/data-scientist-at-brainstation-1790805615?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,BrainStation,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,https://ca.linkedin.com/jobs/view/data-scientist-planning-team-at-article-1744476378?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - Planning Team,Article,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1362,https://ca.linkedin.com/jobs/view/data-scientist-at-behaviour-interactive-1789137497?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Behaviour Interactive,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1363,https://ca.linkedin.com/jobs/view/data-scientist-at-allstate-canada-1768406396?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DATA SCIENTIST,Allstate Canada,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1364,https://ca.linkedin.com/jobs/view/data-scientist-ai-at-ubisoft-1782624449?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist (AI),Ubisoft,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1365,https://ca.linkedin.com/jobs/view/senior-data-scientist-multiple-roles-at-shopify-1764562526?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Senior Data Scientist - Multiple Roles,Shopify,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
